item_code, vendor_code,launch_month, unit_price, department_name, category_name, subcategory_name,sales_velocity, sales_month, sales_unit, promotion_type
I-112071,V166,2010.M06,98,Face,Face Treatment,Face Treatment Other,C,2013.M03,17.6,no_promotion
I-112071,V166,2010.M06,98,Face,Face Treatment,Face Treatment Other,C,2013.M04,31,no_promotion
I-112071,V166,2010.M06,98,Face,Face Treatment,Face Treatment Other,C,2013.M05,25,no_promotion
I-112071,V166,2010.M06,98,Face,Face Treatment,Face Treatment Other,C,2013.M06,28,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2008.M06,48.36144,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2008.M07,58,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2008.M08,62,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2008.M09,59.2,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2008.M10,51,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2008.M11,70,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2008.M12,71.2,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M01,61,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M02,45,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M03,56.8,Catalogue Promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M04,60,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M05,57,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M06,56.8,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M07,63,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M08,63,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M09,61.6,Catalogue Promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M10,52,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M11,54,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2009.M12,76,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M01,49,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M02,41,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M03,54.4,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M04,59,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M05,57,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M06,70.4,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M07,63,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M08,54,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M09,59.2,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M10,62,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M11,50,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2010.M12,72,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M01,43,In-Store Promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M02,47,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M03,59.2,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M04,41,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M05,53,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M06,56.8,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M07,70,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M08,74,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M09,48,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M10,57,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M11,59,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2011.M12,87.2,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M01,67.2,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M02,47,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M03,48.8,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M04,53,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M05,58,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M06,58.4,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M07,59,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M08,93,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M09,80,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M10,82,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M11,67,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2012.M12,102.4,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2013.M01,61,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2013.M02,63,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2013.M03,65.6,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2013.M04,79,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2013.M05,86,no_promotion
I-112078,V166,2008.M06,64,Face,Face Moisturiser,Other,B,2013.M06,64.8,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M03,93.3368,Catalogue Promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M04,34,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M05,26,In-Store Promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M06,25.6,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M07,13,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M08,21,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M09,20.8,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M10,25,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M11,28,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2008.M12,28.8,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M01,20,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M02,25,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M03,21.6,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M04,22,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M05,26,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M06,35.2,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M07,24,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M08,26,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M09,46.4,Catalogue Promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M10,30,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M11,37,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2009.M12,44.8,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M01,25,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M02,33,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M03,32.8,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M04,27,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M05,34,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M06,40,Catalogue Promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M07,36,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M08,29,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M09,30.4,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M10,39,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M11,43,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2010.M12,56,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M01,25,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M02,33,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M03,28,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M04,23,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M05,25,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M06,28.8,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M07,30,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M08,35,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M09,45.6,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M10,41,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M11,55,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2011.M12,79.2,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M01,67.2,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M02,30,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M03,40,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M04,29,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M05,31,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M06,38.4,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M07,46,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M08,40,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M09,53.6,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M10,57,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M11,66,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2012.M12,72.8,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2013.M01,45,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2013.M02,46,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2013.M03,58.4,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2013.M04,50,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2013.M05,49,no_promotion
I-112081,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Stick,C,2013.M06,33.6,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M03,327.71584,Catalogue Promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M04,89,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M05,85,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M06,108.8,Catalogue Promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M07,83,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M08,55,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M09,119.2,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M10,67,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M11,74,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2008.M12,109.6,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M01,83,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M02,48,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M03,91.2,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M04,72,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M05,89,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M06,99.2,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M07,75,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M08,69,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M09,62.4,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M10,56,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M11,60,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2009.M12,88,Catalogue Promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M01,56,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M02,47,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M03,90.4,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M04,73,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M05,71,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M06,103.2,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M07,72,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M08,80,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M09,94.4,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M10,84,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M11,57,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2010.M12,112,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M01,60,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M02,51,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M03,52,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M04,59,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M05,59,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M06,68,Catalogue Promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M07,64,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M08,65,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M09,69.6,Catalogue Promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M10,54,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M11,68,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2011.M12,102.4,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M01,63.2,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M02,58,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M03,58.4,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M04,64,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M05,82,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M06,77.6,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M07,76,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M08,92,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M09,89.6,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M10,67,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M11,68,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2012.M12,118.4,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2013.M01,94,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2013.M02,73,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2013.M03,84.8,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2013.M04,71,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2013.M05,78,no_promotion
I-112083,V118,2008.M03,68,Cosmetics,Cosmetics Miscellaneous,Sticks,B,2013.M06,84,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M03,49.7796,Catalogue Promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M04,24,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M05,20,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M06,18.4,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M07,21,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M08,15,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M09,24.8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M10,17,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M11,19,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2008.M12,13.6,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M01,14,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M02,17,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M03,16.8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M04,20,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M05,13,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M06,16.8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M07,8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M08,11,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M09,20.8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M10,19,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M11,23,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2009.M12,24,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M01,17,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M02,13,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M03,37.6,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M04,25,In-Store Promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M05,28,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M06,23.2,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M07,26,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M08,28,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M09,27.2,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M10,21,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M11,24,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2010.M12,25.6,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M01,15,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M02,11,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M03,20.8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M04,17,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M05,14,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M06,21.6,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M07,16,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M08,27,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M09,16.8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M10,14,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M11,12,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2011.M12,20,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M01,18.4,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M02,20,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M03,25.6,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M04,13,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M05,15,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M06,17.6,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M07,15,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M08,17,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M09,19.2,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M10,10,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M11,20,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2012.M12,17.6,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2013.M01,17,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2013.M02,15,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2013.M03,20.8,Catalogue Promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2013.M03,20.8,In-Store Promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2013.M04,11,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2013.M05,8,no_promotion
I-112087,V118,2008.M03,42,Cosmetics,Cosmetics Lip,Pen,D,2013.M06,13.6,no_promotion
I-112088,V118,2008.M04,59,Cosmetics,Cosmetics Eye,Shadow,B,2008.M03,0.8,Catalogue Promotion
